,gender,age,university,degree_level,degree_major,academic_year,cgpa,residential_status,campus_discrimination,sports_engagement,average_sleep,study_satisfaction,academic_workload,academic_pressure,financial_concerns,social_relationships,depression,anxiety,isolation,future_insecurity,stress_relief_activities
346,Male,20,NUST,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,3,8,2,4,3,5,4,3,4,3,5,"Religious Activities, Online Entertainment, Outdoor Activities"
347,Male,20,PU,Undergraduate,Data Science,4th year,3.75,Off-Campus,No,3,6,3,4,4,5,3,2,3,3,5,Outdoor Activities
348,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,0,6,4,4,5,5,5,5,4,3,3,Social Connections
349,Male,20,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,8,2,5,4,5,2,5,4,3,3,"Religious Activities, Social Connections, Online Entertainment"
350,Male,20,PU,Postgraduate,Software Engineering,4th year,3.75,Off-Campus,No,0,6,5,3,4,2,3,2,2,2,5,"Religious Activities, Sports and Fitness, Online Entertainment"
351,Female,20,PU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,7,6,4,5,1,3,1,5,5,3,2,"Religious Activities, Sports and Fitness, Social Connections"
352,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,0,6,5,4,5,3,3,5,2,4,4,"Religious Activities, Social Connections, Online Entertainment, Sleep"
353,Male,23,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,6,6,3,4,5,4,3,2,2,5,1,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
354,Male,20,UOL,Postgraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,6,5,4,2,5,3,2,1,5,5,"Online Entertainment, Sleep"
355,Male,21,PU,Undergraduate,Information Technology,1st year,3.25,Off-Campus,No,0,8,3,4,4,5,2,5,3,2,3,"Online Entertainment, Outdoor Activities, Sleep"
356,Male,20,PU,Undergraduate,Software Engineering,2nd year,3.25,On-Campus,No,3,8,4,5,4,2,3,4,3,3,2,Religious Activities
357,Male,21,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,3,6,5,5,5,3,2,5,4,4,1,"Religious Activities, Sports and Fitness, Online Entertainment"
358,Male,20,COMSATS,Undergraduate,Data Science,2nd year,3.25,On-Campus,Yes,3,6,4,3,5,4,1,5,5,3,5,Social Connections
359,Male,19,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,Yes,7,6,4,3,5,3,5,4,4,3,4,Sports and Fitness
360,Male,18,PU,Undergraduate,Software Engineering,3rd year,2.75,On-Campus,No,7,8,3,4,4,4,4,3,4,2,2,Online Entertainment
361,Male,19,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,0,6,2,3,3,3,5,2,4,2,2,"Religious Activities, Sports and Fitness, Outdoor Activities"
362,Male,23,PU,Undergraduate,Information Technology,1st year,3.75,Off-Campus,Yes,3,8,2,4,3,1,4,4,5,5,1,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
363,Male,20,FAST,Undergraduate,Computer Science,2nd year,3.75,On-Campus,No,0,4,3,4,3,5,2,4,3,5,1,Sports and Fitness
364,Male,20,UET,Undergraduate,Data Science,3rd year,0.0,Off-Campus,Yes,0,6,3,5,5,3,3,2,5,3,5,"Religious Activities, Online Entertainment"
365,Male,19,VU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,2,4,3,1,3,1,2,3,5,Sports and Fitness
366,Male,21,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,3,6,4,5,1,5,4,5,2,5,3,"Religious Activities, Online Entertainment, Outdoor Activities"
367,Male,20,UET,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,7,6,5,5,4,5,4,5,2,1,2,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
368,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,4,3,4,4,2,2,3,1,2,1,"Religious Activities, Sports and Fitness, Outdoor Activities"
369,Female,21,COMSATS,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,3,8,5,5,4,2,3,1,4,5,3,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
370,Male,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,0,8,5,5,5,4,1,1,3,5,4,Sleep
371,Male,18,PU,Undergraduate,Information Technology,3rd year,3.75,Off-Campus,No,0,8,4,4,4,2,2,5,2,3,5,Outdoor Activities
372,Female,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,5,4,1,3,5,3,1,3,4,Creative Outlets
373,Female,21,UET,Postgraduate,Computer Science,1st year,3.25,On-Campus,No,3,6,5,5,1,4,5,5,4,3,5,Online Entertainment
374,Male,21,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,6,5,3,4,1,2,5,4,2,1,"Social Connections, Outdoor Activities"
375,Male,20,PU,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,7,6,3,3,3,3,1,4,1,3,4,Sports and Fitness
376,Male,20,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,5,1,1,3,5,2,4,3,"Social Connections, Outdoor Activities"
377,Male,22,PU,Undergraduate,Data Science,1st year,2.25,On-Campus,No,7,6,1,5,4,3,1,4,5,3,2,Sports and Fitness
378,Male,20,PU,Undergraduate,Information Technology,4th year,3.75,On-Campus,No,0,6,3,4,5,2,3,3,3,3,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
379,Male,21,PU,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,0,8,3,4,4,4,1,1,3,3,4,Sleep
380,Female,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,8,4,3,5,5,3,5,4,4,1,Religious Activities
381,Male,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,4,4,5,3,3,4,4,2,3,Outdoor Activities
382,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,5,5,5,2,5,3,2,5,4,"Religious Activities, Social Connections"
383,Female,21,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,4,4,4,4,4,4,2,2,2,"Religious Activities, Creative Outlets, Social Connections"
384,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,4,1,3,4,5,1,3,4,4,1,"Religious Activities, Creative Outlets, Social Connections"
385,Male,20,COMSATS,Undergraduate,Data Science,4th year,2.75,Off-Campus,Yes,0,8,4,5,3,1,1,1,4,5,3,"Religious Activities, Social Connections, Online Entertainment"
386,Male,18,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,Yes,3,6,4,2,4,4,3,3,3,2,4,"Religious Activities, Online Entertainment, Outdoor Activities"
387,Male,21,COMSATS,Undergraduate,Software Engineering,3rd year,3.25,Off-Campus,No,0,6,4,4,4,5,3,1,2,1,1,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
388,Male,20,PU,Undergraduate,Computer Science,1st year,0.0,Off-Campus,No,0,6,5,4,4,5,3,4,4,3,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
389,Female,20,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,6,6,4,4,5,2,4,4,3,3,3,"Social Connections, Online Entertainment, Sleep"
390,Male,22,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,0,8,4,3,1,3,4,4,4,4,1,"Religious Activities, Sports and Fitness, Online Entertainment"
391,Male,23,PU,Undergraduate,Data Science,4th year,2.25,Off-Campus,No,3,6,3,4,3,5,2,1,3,3,3,"Religious Activities, Social Connections, Online Entertainment"
392,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,4,1,3,5,3,3,2,1,5,4,Sleep
393,Female,21,PU,Undergraduate,Data Science,4th year,3.75,Off-Campus,Yes,6,8,5,5,4,2,2,5,3,5,4,Sleep
394,Male,19,PU,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,7,6,3,5,3,1,2,3,5,4,1,"Social Connections, Online Entertainment"
395,Male,20,PU,Postgraduate,Computer Science,3rd year,3.75,On-Campus,No,0,6,4,4,4,5,2,4,5,3,5,Religious Activities
396,Male,20,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,0,8,5,3,4,3,1,4,1,4,2,"Religious Activities, Sports and Fitness"
397,Male,20,COMSATS,Undergraduate,Data Science,3rd year,3.75,Off-Campus,Yes,3,8,3,5,5,3,1,3,4,5,5,Sports and Fitness
398,Male,19,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,7,8,5,4,5,3,2,2,1,5,5,"Social Connections, Sleep"
399,Male,22,FAST,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,6,4,4,5,5,3,1,4,4,4,Religious Activities
400,Male,19,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,8,4,4,5,5,3,5,4,2,5,"Religious Activities, Sports and Fitness, Outdoor Activities"
401,Female,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,8,3,5,4,2,4,5,2,3,3,"Creative Outlets, Social Connections, Online Entertainment"
402,Male,20,FAST,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,0,6,3,4,2,1,3,3,3,1,1,"Religious Activities, Sports and Fitness, Outdoor Activities"
403,Female,18,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,3,6,4,4,5,5,3,4,4,5,5,"Religious Activities, Outdoor Activities"
404,Male,20,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,0,6,4,2,3,3,4,5,5,5,2,"Religious Activities, Sports and Fitness, Outdoor Activities"
405,Male,20,COMSATS,Undergraduate,Information Technology,1st year,2.75,Off-Campus,No,0,6,3,4,4,5,1,1,2,4,1,"Religious Activities, Social Connections, Online Entertainment"
406,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,0,4,3,3,4,4,1,4,4,3,3,"Religious Activities, Sleep"
407,Female,23,PU,Undergraduate,Software Engineering,3rd year,2.75,Off-Campus,No,3,6,5,4,3,1,5,2,3,3,4,"Religious Activities, Social Connections"
408,Male,21,COMSATS,Undergraduate,Computer Science,1st year,2.25,Off-Campus,No,0,6,4,5,5,3,1,1,2,3,3,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
409,Female,20,PU,Undergraduate,Information Technology,4th year,3.25,Off-Campus,No,6,6,4,4,3,5,4,5,2,3,4,"Social Connections, Outdoor Activities"
410,Male,20,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,7,6,5,3,5,5,1,3,3,4,3,"Religious Activities, Creative Outlets"
411,Male,20,UMT,Undergraduate,Information Technology,2nd year,3.25,Off-Campus,No,3,6,4,4,4,3,1,3,3,5,5,Nothing
412,Female,22,PU,Undergraduate,Information Technology,2nd year,2.75,Off-Campus,Yes,0,6,4,4,4,5,4,5,4,3,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
413,Male,20,UMT,Undergraduate,Information Technology,1st year,2.75,Off-Campus,No,0,6,4,5,5,2,2,5,2,4,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
414,Male,22,UET,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,3,6,5,4,1,4,3,3,4,3,4,"Creative Outlets, Social Connections, Online Entertainment"
415,Male,22,UET,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,3,4,3,4,3,5,3,2,3,1,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
416,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,4,5,4,1,2,2,2,5,3,Social Connections
417,Male,19,PU,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,3,8,5,4,5,1,1,5,4,3,2,Online Entertainment
418,Male,20,PU,Undergraduate,Data Science,3rd year,2.25,Off-Campus,No,0,8,2,4,5,1,3,3,4,1,3,Religious Activities
419,Male,17,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,6,1,4,5,3,3,4,3,3,1,Sleep
420,Male,20,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,6,4,5,5,2,1,3,2,3,2,"Religious Activities, Creative Outlets, Social Connections"
421,Female,19,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,4,4,4,1,5,5,5,3,5,Sleep
422,Male,20,UET,Undergraduate,Computer Science,1st year,0.0,Off-Campus,No,7,6,5,4,4,5,3,4,2,3,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
423,Male,21,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,6,8,4,4,5,5,3,2,2,3,4,Sports and Fitness
424,Male,20,VU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,Yes,6,8,4,5,4,3,1,4,5,5,1,Outdoor Activities
425,Male,26,PU,Undergraduate,Computer Science,4th year,3.25,On-Campus,No,0,6,5,3,3,5,4,1,1,4,4,Social Connections
426,Male,19,PU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,3,6,5,4,4,5,1,4,4,5,1,Sports and Fitness
427,Male,20,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,7,6,3,5,4,4,1,1,3,2,1,"Religious Activities, Sports and Fitness"
428,Male,19,PU,Undergraduate,Data Science,1st year,2.75,On-Campus,Yes,7,6,5,3,5,5,4,1,5,1,2,Sleep
429,Male,20,PU,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,0,6,4,5,5,5,3,2,4,2,4,"Religious Activities, Social Connections, Sleep"
430,Male,20,NUST,Undergraduate,Computer Science,3rd year,3.25,On-Campus,Yes,3,8,4,5,4,2,2,4,3,3,4,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
431,Male,18,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,3,3,5,4,4,3,2,5,3,"Religious Activities, Outdoor Activities"
432,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,8,3,5,4,2,2,3,2,3,3,Online Entertainment
433,Female,19,FAST,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,7,6,5,5,5,5,3,4,5,5,2,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
434,Female,20,PU,Undergraduate,Data Science,3rd year,3.25,On-Campus,No,0,6,4,5,5,5,2,5,1,5,2,"Religious Activities, Sports and Fitness, Online Entertainment"
435,Male,20,COMSATS,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,6,5,2,3,1,3,5,2,2,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
436,Female,19,UMT,Undergraduate,Information Technology,3rd year,2.75,On-Campus,No,3,6,4,4,2,5,5,2,2,1,2,Sports and Fitness
437,Male,20,PU,Undergraduate,Data Science,3rd year,0.0,Off-Campus,Yes,3,6,4,3,1,5,5,2,2,4,3,"Religious Activities, Online Entertainment"
438,Male,18,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,6,4,3,4,4,3,5,2,3,2,"Religious Activities, Sports and Fitness, Outdoor Activities"
439,Male,18,PU,Undergraduate,Computer Science,1st year,3.75,On-Campus,No,3,6,5,4,4,2,2,4,3,3,3,"Religious Activities, Creative Outlets"
440,Male,22,PU,Undergraduate,Information Technology,1st year,3.25,Off-Campus,No,0,6,4,4,4,4,3,3,2,3,1,Online Entertainment
441,Male,20,PU,Postgraduate,Information Technology,3rd year,2.25,Off-Campus,No,3,8,2,3,4,5,1,5,3,3,2,"Religious Activities, Online Entertainment, Outdoor Activities"
442,Male,19,PU,Undergraduate,Software Engineering,3rd year,0.0,Off-Campus,Yes,6,6,4,3,5,1,2,5,4,1,4,Nothing
443,Male,20,PU,Undergraduate,Data Science,4th year,3.75,Off-Campus,No,3,8,5,4,3,2,4,5,5,3,2,"Social Connections, Online Entertainment, Sleep"
444,Male,22,PU,Undergraduate,Data Science,2nd year,3.75,Off-Campus,No,0,6,4,4,5,4,1,4,2,5,5,"Religious Activities, Social Connections, Online Entertainment"
445,Male,21,PU,Postgraduate,Software Engineering,4th year,3.75,Off-Campus,Yes,3,8,5,5,4,3,3,1,3,4,2,Online Entertainment
446,Female,22,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,6,8,5,4,3,5,2,5,1,1,5,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
447,Female,26,COMSATS,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,6,5,4,3,3,3,3,3,3,1,"Religious Activities, Sports and Fitness, Social Connections"
448,Male,18,PU,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,7,6,3,4,5,3,1,1,3,3,2,"Religious Activities, Sleep"
449,Female,22,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,1,5,5,2,5,2,4,3,3,Online Entertainment
450,Male,17,FAST,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,0,6,3,4,3,3,4,5,1,3,1,Outdoor Activities
451,Male,26,UET,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,3,6,4,4,5,5,4,3,1,1,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
452,Male,17,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,0,4,4,3,5,4,3,2,5,3,5,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
453,Female,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,3,6,3,3,5,4,4,4,4,1,4,"Religious Activities, Social Connections, Sleep"
454,Male,19,PU,Undergraduate,Computer Science,3rd year,2.25,Off-Campus,Yes,6,6,3,3,2,4,4,5,3,4,2,Social Connections
455,Female,20,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,6,3,3,3,5,3,1,4,2,4,Online Entertainment
456,Male,19,PU,Undergraduate,Data Science,3rd year,2.75,On-Campus,No,0,8,3,2,4,5,2,3,4,3,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
457,Male,20,PU,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,0,8,3,2,3,4,2,4,2,5,3,"Creative Outlets, Social Connections, Online Entertainment"
458,Male,20,COMSATS,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,6,6,5,4,4,5,2,4,2,3,4,"Religious Activities, Online Entertainment, Outdoor Activities"
459,Male,20,PU,Undergraduate,Data Science,2nd year,3.75,On-Campus,No,0,4,1,3,1,1,1,2,3,3,4,"Religious Activities, Sports and Fitness, Online Entertainment"
460,Male,20,PU,Undergraduate,Computer Science,2nd year,1.75,Off-Campus,Yes,0,6,5,5,1,5,4,2,4,2,2,"Social Connections, Outdoor Activities"
461,Male,23,COMSATS,Undergraduate,Computer Science,1st year,2.75,On-Campus,No,0,6,3,3,4,3,1,3,4,5,1,"Religious Activities, Social Connections, Online Entertainment"
462,Male,22,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,5,3,1,2,1,1,3,1,1,"Religious Activities, Social Connections"
463,Male,20,COMSATS,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,3,6,4,5,4,5,2,4,2,4,3,"Religious Activities, Sports and Fitness, Online Entertainment"
464,Male,17,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,3,4,5,3,3,2,5,5,4,5,4,Sleep
465,Male,19,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,0,6,4,5,3,5,3,5,4,3,5,Online Entertainment
466,Male,20,PU,Postgraduate,Data Science,1st year,2.75,On-Campus,Yes,3,6,5,4,3,5,1,5,4,4,5,Online Entertainment
467,Male,21,PU,Undergraduate,Data Science,4th year,3.25,Off-Campus,No,3,6,1,2,5,5,3,4,2,1,4,Sports and Fitness
468,Male,21,KUST,Postgraduate,Computer Science,2nd year,2.75,Off-Campus,Yes,0,6,3,4,3,3,3,5,4,1,4,"Social Connections, Sleep"
469,Male,20,PU,Undergraduate,Information Technology,4th year,3.75,Off-Campus,No,3,8,2,5,1,4,3,4,1,4,3,Sleep
470,Male,19,UET,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,3,6,5,4,2,2,4,4,3,2,3,"Religious Activities, Social Connections, Online Entertainment"
471,Male,20,PU,Undergraduate,Computer Science,1st year,2.25,Off-Campus,No,0,6,5,4,4,4,2,1,5,3,4,Creative Outlets
472,Male,22,PU,Undergraduate,Computer Science,1st year,0.0,Off-Campus,No,3,6,4,3,5,5,5,2,2,5,2,"Religious Activities, Sports and Fitness, Online Entertainment"
473,Male,20,FAST,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,3,4,3,5,3,3,3,5,3,"Religious Activities, Outdoor Activities"
474,Male,20,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,6,5,5,4,3,4,5,1,4,5,Outdoor Activities
475,Male,20,NUST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,6,3,2,4,3,3,3,4,1,5,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
476,Male,22,PU,Undergraduate,Data Science,4th year,3.25,On-Campus,No,6,6,4,4,5,4,4,4,3,3,1,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
477,Male,22,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,7,8,4,3,4,4,3,5,3,5,1,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
478,Female,20,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,0,8,4,5,4,4,4,4,5,3,2,Creative Outlets
479,Male,17,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,6,4,5,5,4,4,5,3,2,2,Sleep
480,Male,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,Yes,3,6,5,5,4,1,5,1,2,5,5,"Social Connections, Outdoor Activities"
481,Male,23,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,3,5,4,2,1,5,3,3,2,"Religious Activities, Social Connections, Online Entertainment, Sleep"
482,Male,21,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,3,6,4,4,5,5,3,4,4,3,3,"Religious Activities, Social Connections"
483,Male,18,COMSATS,Undergraduate,Data Science,4th year,2.75,On-Campus,No,7,6,5,3,2,4,1,4,1,1,2,Social Connections
484,Male,20,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,3,6,3,2,4,4,4,5,5,5,2,"Religious Activities, Online Entertainment"
485,Male,21,PU,Undergraduate,Computer Science,4th year,2.75,Off-Campus,No,3,8,3,4,4,3,3,3,2,5,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
486,Male,19,UMT,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,4,4,5,5,2,2,2,3,5,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
487,Male,22,UET,Undergraduate,Computer Science,1st year,3.75,On-Campus,No,0,6,4,3,4,4,4,1,3,2,1,Religious Activities
488,Male,19,COMSATS,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,6,6,4,3,4,4,2,2,4,3,2,"Religious Activities, Outdoor Activities"
489,Male,20,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,6,6,4,4,5,1,4,2,2,1,5,Social Connections
490,Male,20,VU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,6,6,5,5,4,4,5,2,2,2,2,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
491,Male,21,PU,Undergraduate,Data Science,2nd year,3.25,On-Campus,No,3,6,4,5,5,1,2,3,5,1,5,Sports and Fitness
492,Female,23,FAST,Undergraduate,Computer Science,3rd year,1.75,Off-Campus,No,0,6,4,2,4,5,3,3,2,3,4,"Religious Activities, Sports and Fitness"
493,Male,20,PU,Undergraduate,Information Technology,2nd year,3.75,Off-Campus,No,0,8,3,4,4,1,5,1,2,1,3,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
494,Male,23,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,6,3,5,1,5,4,3,3,1,4,Religious Activities
495,Male,20,PU,Undergraduate,Information Technology,2nd year,3.75,Off-Campus,No,3,8,4,4,3,5,5,5,4,5,3,"Religious Activities, Social Connections"
496,Female,21,VU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,8,4,4,3,3,1,2,2,2,3,"Online Entertainment, Outdoor Activities, Sleep"
497,Female,19,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,0,6,4,4,3,2,2,5,2,3,2,"Religious Activities, Online Entertainment"
498,Male,21,FAST,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,7,8,4,5,3,4,1,5,4,1,3,"Religious Activities, Social Connections, Online Entertainment"
499,Male,20,COMSATS,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,6,4,4,4,5,2,3,5,5,1,"Religious Activities, Sports and Fitness, Social Connections"
500,Male,18,UET,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,3,6,4,4,4,2,2,5,2,5,4,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
501,Male,21,UOL,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,6,6,4,5,5,5,3,4,5,2,3,"Religious Activities, Outdoor Activities"
502,Male,19,PU,Undergraduate,Data Science,4th year,3.75,Off-Campus,No,0,6,4,5,5,5,4,1,3,4,3,Online Entertainment
503,Male,18,VU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,6,8,3,5,4,5,4,1,2,4,4,Religious Activities
504,Male,17,UET,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,6,5,4,1,5,3,3,5,2,5,Outdoor Activities
505,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,5,3,5,3,5,3,2,5,1,"Religious Activities, Creative Outlets"
506,Male,20,VU,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,6,6,3,3,3,3,1,1,1,1,4,"Religious Activities, Sports and Fitness"
507,Female,19,UET,Undergraduate,Computer Science,1st year,3.25,On-Campus,Yes,6,6,5,5,5,4,1,3,1,3,3,"Religious Activities, Sports and Fitness, Social Connections"
508,Male,20,UET,Undergraduate,Data Science,2nd year,3.75,On-Campus,No,0,6,4,4,4,4,3,2,4,5,2,"Religious Activities, Sports and Fitness, Online Entertainment"
509,Female,21,PU,Undergraduate,Data Science,2nd year,2.25,On-Campus,No,0,6,3,4,4,2,3,4,4,1,3,Online Entertainment
510,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,7,8,3,4,5,3,5,3,4,4,5,Online Entertainment
511,Male,20,PU,Postgraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,6,2,4,5,2,5,2,5,3,4,Sports and Fitness
512,Female,20,FAST,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,0,8,4,5,3,1,4,2,4,4,1,"Online Entertainment, Outdoor Activities, Sleep"
513,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,6,8,4,5,1,1,3,5,1,3,4,"Religious Activities, Social Connections, Sleep"
514,Female,21,PU,Undergraduate,Data Science,4th year,3.25,On-Campus,Yes,6,6,4,4,5,5,3,3,3,3,3,"Religious Activities, Sleep"
515,Male,18,PU,Undergraduate,Software Engineering,3rd year,2.25,Off-Campus,No,0,8,2,2,5,2,1,5,4,3,5,"Social Connections, Online Entertainment"
